                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    230,                0.62482,                0.60331,                0.98284,                0.95276,                0.98844,                  0.995,                0.65668,                 1.1895,                0.56358,                  1.268,             0.00077329,             0.00077329,             0.00077329
                    231,                0.62898,                0.48417,                0.97335,                0.95285,                  0.991,                  0.995,                 0.6568,                 1.2049,                0.55598,                 1.2713,              0.0007723,              0.0007723,              0.0007723
                    232,                0.63905,                0.49447,                0.92696,                0.94964,                0.98816,                  0.995,                0.64479,                 1.2087,                   0.54,                 1.2724,             0.00077131,             0.00077131,             0.00077131
                    233,                0.54842,                0.49428,                0.93281,                0.94964,                0.98816,                  0.995,                0.64479,                 1.2087,                   0.54,                 1.2724,             0.00077032,             0.00077032,             0.00077032
                    234,                0.88087,                0.59859,                 1.0137,                0.94711,                0.98664,                  0.995,                0.66855,                 1.1811,                0.53695,                 1.2574,             0.00076933,             0.00076933,             0.00076933
                    235,                 0.4199,                0.52276,                0.58543,                0.94384,                0.98563,                  0.995,                0.63075,                 1.2028,                 0.5506,                  1.277,             0.00076834,             0.00076834,             0.00076834
                    236,                0.52171,                0.89308,                0.65256,                0.96261,                  0.875,                   0.97,                0.63825,                 1.2586,                0.57823,                 1.3182,             0.00076735,             0.00076735,             0.00076735
                    237,                0.54724,                0.45099,                0.90488,                0.96261,                  0.875,                   0.97,                0.63825,                 1.2586,                0.57823,                 1.3182,             0.00076636,             0.00076636,             0.00076636
                    238,                0.65231,                0.57561,                0.93754,                0.96252,                  0.875,                   0.97,                0.63172,                 1.3257,                0.60917,                  1.356,             0.00076537,             0.00076537,             0.00076537
                    239,                0.74875,                0.62372,                0.92889,                0.96311,                  0.875,                   0.97,                0.64726,                 1.3482,                0.63107,                 1.3603,             0.00076438,             0.00076438,             0.00076438
                    240,                0.59258,                0.50415,                0.88706,                0.95901,                  0.875,                0.95333,                0.65635,                 1.2729,                0.61966,                 1.2963,             0.00076339,             0.00076339,             0.00076339
                    241,                0.70502,                0.53584,                0.97728,                0.95901,                  0.875,                0.95333,                0.65635,                 1.2729,                0.61966,                 1.2963,              0.0007624,              0.0007624,              0.0007624
                    242,                0.69171,                0.52738,                0.95092,                0.95426,                  0.875,                0.95333,                0.66357,                 1.2008,                0.58679,                 1.2312,             0.00076141,             0.00076141,             0.00076141
                    243,                0.76717,                0.53572,                0.92747,                0.93452,                  0.875,                0.95333,                0.68028,                 1.1203,                0.58792,                  1.177,             0.00076042,             0.00076042,             0.00076042
                    244,                0.69121,                0.46623,                0.87053,                0.78611,                      1,                0.92208,                 0.6865,                 1.0073,                0.60428,                 1.1218,             0.00075943,             0.00075943,             0.00075943
                    245,                0.53119,                0.58864,                0.66417,                0.78611,                      1,                0.92208,                 0.6865,                 1.0073,                0.60428,                 1.1218,             0.00075844,             0.00075844,             0.00075844
                    246,                 1.1874,                0.72085,                 1.2106,                0.79348,                0.99241,                0.89083,                0.70364,                0.93333,                0.60754,                 1.0814,             0.00075745,             0.00075745,             0.00075745
                    247,                0.69239,                0.56341,                0.86272,                0.78781,                0.96416,                   0.87,                0.68529,                 0.8846,                  0.619,                 1.0587,             0.00075646,             0.00075646,             0.00075646
                    248,                0.69338,                0.60828,                 1.0096,                0.78983,                0.98071,                   0.87,                0.68547,                0.89978,                0.61449,                 1.0669,             0.00075547,             0.00075547,             0.00075547
                    249,                0.72199,                0.55971,                0.94061,                0.78983,                0.98071,                   0.87,                0.68547,                0.89978,                0.61449,                 1.0669,             0.00075448,             0.00075448,             0.00075448
                    250,                0.67602,                0.60043,                0.98428,                0.78511,                0.99222,                   0.87,                0.63717,                0.99763,                0.61484,                 1.1193,             0.00075349,             0.00075349,             0.00075349
                    251,                0.69029,                0.51324,                0.99675,                0.76346,                      1,                0.89083,                0.65384,                 1.1024,                0.62436,                  1.172,              0.0007525,              0.0007525,              0.0007525
                    252,                0.67436,                0.50804,                 0.9293,                0.75548,                      1,                0.89083,                0.61681,                 1.1959,                0.63405,                 1.2312,             0.00075151,             0.00075151,             0.00075151
                    253,                  1.035,                0.69094,                 1.0978,                0.75548,                      1,                0.89083,                0.61681,                 1.1959,                0.63405,                 1.2312,             0.00075052,             0.00075052,             0.00075052
                    254,                0.66209,                0.57278,                0.94841,                 0.8253,                  0.875,                0.81776,                 0.5904,                 1.2641,                0.63107,                 1.2743,             0.00074953,             0.00074953,             0.00074953
                    255,                 0.8397,                0.48191,                0.99287,                0.82876,                  0.875,                 0.8485,                0.62773,                 1.2523,                0.62121,                 1.2628,             0.00074854,             0.00074854,             0.00074854
                    256,                0.83585,                0.50731,                0.99804,                 0.8421,                 0.9844,                  0.945,                0.63576,                 1.2004,                0.60579,                 1.2264,             0.00074755,             0.00074755,             0.00074755
                    257,                  0.663,                0.42987,                 1.0215,                 0.8421,                 0.9844,                  0.945,                0.63576,                 1.2004,                0.60579,                 1.2264,             0.00074656,             0.00074656,             0.00074656
                    258,                0.65369,                0.48375,                0.84661,                0.84836,                0.98798,                  0.945,                0.66997,                 1.0915,                0.59267,                  1.171,             0.00074557,             0.00074557,             0.00074557
                    259,                0.65769,                0.47149,                0.90965,                0.85576,                0.99095,                   0.97,                0.72696,                0.98508,                 0.5676,                  1.115,             0.00074458,             0.00074458,             0.00074458
                    260,                0.76756,                0.62374,                0.95713,                0.85782,                0.99696,                   0.92,                0.68664,                0.97274,                0.56626,                 1.1226,             0.00074359,             0.00074359,             0.00074359
                    261,                0.81518,                 0.6549,                 1.1883,                0.85782,                0.99696,                   0.92,                0.68664,                0.97274,                0.56626,                 1.1226,              0.0007426,              0.0007426,              0.0007426
                    262,                 0.7301,                0.57451,                0.90967,                0.86161,                      1,                   0.92,                0.67796,                 1.0143,                0.57152,                 1.1557,             0.00074161,             0.00074161,             0.00074161
                    263,                0.69234,                0.55355,                 1.0142,                0.85848,                      1,                   0.92,                 0.6565,                 1.0766,                 0.5935,                 1.1996,             0.00074062,             0.00074062,             0.00074062
                    264,                0.69321,                0.54171,                  1.001,                0.85427,                0.99806,                   0.92,                0.65616,                 1.1498,                0.61402,                 1.2528,             0.00073963,             0.00073963,             0.00073963
                    265,                 0.6028,                0.46619,                0.88181,                0.85427,                0.99806,                   0.92,                0.65616,                 1.1498,                0.61402,                 1.2528,             0.00073864,             0.00073864,             0.00073864
                    266,                0.58493,                0.46037,                0.98182,                0.84847,                0.99625,                   0.92,                0.62084,                 1.2147,                0.63314,                 1.2784,             0.00073765,             0.00073765,             0.00073765
                    267,                0.82012,                0.90823,                0.90839,                0.82526,                  0.875,                0.81472,                 0.5873,                  1.248,                0.63402,                 1.2795,             0.00073666,             0.00073666,             0.00073666
                    268,                0.44533,                0.53746,                0.63593,                0.80457,                  0.875,                 0.8153,                0.60414,                 1.2677,                0.69478,                 1.2749,             0.00073567,             0.00073567,             0.00073567
                    269,                 0.5899,                0.50631,                0.95355,                0.80457,                  0.875,                 0.8153,                0.60414,                 1.2677,                0.69478,                 1.2749,             0.00073468,             0.00073468,             0.00073468
                    270,                0.63832,                0.50538,                 0.9571,                0.71884,                  0.875,                 0.7841,                0.57741,                 1.2466,                0.75743,                 1.2454,             0.00073369,             0.00073369,             0.00073369
                    271,                0.60578,                0.67785,                0.88319,                0.67498,                 0.8631,                0.78337,                0.56811,                 1.2216,                0.84609,                 1.2281,              0.0007327,              0.0007327,              0.0007327
                    272,                0.73745,                0.53691,                0.89371,                0.66278,                0.83761,                0.78384,                0.56411,                 1.2078,                0.89801,                 1.2271,             0.00073171,             0.00073171,             0.00073171
                    273,                 0.4275,                 0.4934,                0.58842,                0.66278,                0.83761,                0.78384,                0.56411,                 1.2078,                0.89801,                 1.2271,             0.00073072,             0.00073072,             0.00073072
                    274,                0.60861,                 0.4475,                0.83622,                0.66409,                0.86518,                   0.92,                0.59404,                  1.195,                  0.916,                 1.2227,             0.00072973,             0.00072973,             0.00072973
                    275,                0.56925,                0.42162,                0.94328,                0.67331,                0.86327,                   0.92,                0.59454,                 1.1811,                0.92156,                 1.2168,             0.00072874,             0.00072874,             0.00072874
                    276,                0.83363,                0.63046,                 1.0291,                0.67468,                0.86341,                   0.92,                0.61211,                 1.1789,                0.91809,                 1.2118,             0.00072775,             0.00072775,             0.00072775
                    277,                0.71239,                0.51865,                 1.0055,                0.67468,                0.86341,                   0.92,                0.61211,                 1.1789,                0.91809,                 1.2118,             0.00072676,             0.00072676,             0.00072676
                    278,                0.78313,                0.48086,                0.99385,                0.61676,                      1,                   0.87,                0.60509,                 1.1697,                0.89498,                 1.1976,             0.00072577,             0.00072577,             0.00072577
                    279,                0.45404,                0.49101,                0.59295,                0.62234,                      1,                   0.87,                 0.5925,                 1.1999,                0.85858,                 1.2092,             0.00072478,             0.00072478,             0.00072478
                    280,                0.55325,                 0.4555,                0.83242,                0.90448,                0.74001,                0.91167,                0.63455,                 1.2031,                0.82621,                 1.2018,             0.00072379,             0.00072379,             0.00072379
                    281,                0.53629,                 0.5268,                0.90658,                0.90448,                0.74001,                0.91167,                0.63455,                 1.2031,                0.82621,                 1.2018,              0.0007228,              0.0007228,              0.0007228
                    282,                0.78861,                0.58204,                 1.0407,                0.90066,                0.74348,                0.91167,                0.64613,                 1.1964,                0.80509,                 1.1907,             0.00072181,             0.00072181,             0.00072181
                    283,                0.77598,                0.60883,                0.97314,                0.70926,                 0.8529,                0.91065,                0.64901,                 1.2271,                0.79192,                 1.2066,             0.00072082,             0.00072082,             0.00072082
                    284,                0.39688,                0.45331,                 0.5779,                0.88112,                0.74225,                0.91065,                0.60954,                 1.2434,                0.78765,                 1.2079,             0.00071983,             0.00071983,             0.00071983
                    285,                0.49914,                0.51685,                0.62565,                0.88112,                0.74225,                0.91065,                0.60954,                 1.2434,                0.78765,                 1.2079,             0.00071884,             0.00071884,             0.00071884
                    286,                0.74832,                0.62249,                 0.9764,                0.68681,                0.85219,                0.91065,                0.62398,                 1.2588,                0.80053,                 1.2153,             0.00071785,             0.00071785,             0.00071785
                    287,                0.67717,                0.54211,                0.94514,                0.67865,                0.87124,                  0.945,                0.64688,                 1.2604,                0.83863,                 1.2272,             0.00071686,             0.00071686,             0.00071686
                    288,                0.73562,                 0.4775,                0.97319,                0.66923,                0.85154,                0.90857,                0.63088,                 1.2267,                0.87878,                 1.2227,             0.00071587,             0.00071587,             0.00071587
                    289,                0.67594,                 0.4465,                0.92256,                0.66923,                0.85154,                0.90857,                0.63088,                 1.2267,                0.87878,                 1.2227,             0.00071488,             0.00071488,             0.00071488
                    290,                0.69414,                0.52227,                0.91853,                0.66869,                0.87215,                 0.8794,                0.62341,                 1.2029,                0.88813,                 1.2183,             0.00071389,             0.00071389,             0.00071389
                    291,                0.69881,                0.55113,                0.93658,                0.67738,                0.87244,                 0.8794,                0.59475,                 1.1557,                0.86464,                 1.1851,              0.0007129,              0.0007129,              0.0007129
                    292,                0.71823,                 0.5474,                 1.0037,                0.65625,                0.94365,                   0.92,                 0.6054,                 1.0898,                0.83828,                 1.1371,             0.00071191,             0.00071191,             0.00071191
                    293,                0.58861,                0.45541,                0.93474,                0.65625,                0.94365,                   0.92,                 0.6054,                 1.0898,                0.83828,                 1.1371,             0.00071092,             0.00071092,             0.00071092
                    294,                0.47857,                0.42171,                0.87202,                0.70639,                0.94916,                   0.92,                0.60916,                 1.0684,                0.76993,                 1.1192,             0.00070993,             0.00070993,             0.00070993
                    295,                0.69516,                0.57444,                0.98553,                0.77338,                 0.9815,                   0.97,                 0.6443,                 1.1145,                0.67521,                 1.1457,             0.00070894,             0.00070894,             0.00070894
                    296,                0.60207,                0.46041,                0.95063,                0.79437,                  0.875,                0.84761,                0.61882,                 1.1696,                0.62754,                 1.1834,             0.00070795,             0.00070795,             0.00070795
                    297,                0.75258,                0.54578,                 1.0273,                0.79437,                  0.875,                0.84761,                0.61882,                 1.1696,                0.62754,                 1.1834,             0.00070696,             0.00070696,             0.00070696
                    298,                0.88495,                0.93409,                0.97484,                 0.8082,                  0.875,                0.84688,                 0.6071,                 1.2037,                0.61643,                 1.2175,             0.00070597,             0.00070597,             0.00070597
                    299,                0.86412,                0.53701,                 1.0873,                0.81702,                  0.875,                0.84761,                0.59581,                 1.2128,                0.61376,                 1.2341,             0.00070498,             0.00070498,             0.00070498
                    300,                0.65703,                0.56464,                0.92013,                0.81645,                  0.875,                0.84761,                0.59993,                 1.2016,                 0.6084,                 1.2374,             0.00070399,             0.00070399,             0.00070399
                    301,                0.67433,                0.43136,                0.91884,                0.81645,                  0.875,                0.84761,                0.59993,                 1.2016,                 0.6084,                 1.2374,               0.000703,               0.000703,               0.000703
                    302,                0.61741,                0.41716,                0.89054,                0.79512,                0.98898,                  0.945,                 0.6318,                 1.1393,                0.60112,                  1.197,             0.00070201,             0.00070201,             0.00070201
                    303,                0.44217,                0.41464,                0.91789,                0.78972,                0.98838,                  0.945,                 0.6719,                 1.0491,                0.57642,                  1.143,             0.00070102,             0.00070102,             0.00070102
                    304,                 0.5926,                 0.4871,                0.88465,                0.89883,                  0.875,                   0.97,                0.74009,                0.99064,                0.56165,                 1.1149,             0.00070003,             0.00070003,             0.00070003
                    305,                0.54374,                0.43261,                 0.8724,                0.89883,                  0.875,                   0.97,                0.74009,                0.99064,                0.56165,                 1.1149,             0.00069904,             0.00069904,             0.00069904
                    306,                 1.1048,                0.59842,                 2.0244,                0.79254,                0.98669,                   0.97,                0.72751,                0.96469,                0.55354,                 1.1026,             0.00069805,             0.00069805,             0.00069805
                    307,                0.73297,                0.43722,                0.95819,                  0.792,                0.98746,                  0.945,                0.71881,                0.97615,                0.56059,                 1.1119,             0.00069706,             0.00069706,             0.00069706
                    308,                0.64064,                0.48091,                0.78882,                0.79092,                0.98985,                  0.945,                0.69568,                  1.018,                0.58355,                  1.146,             0.00069607,             0.00069607,             0.00069607
                    309,                0.60717,                0.46532,                0.92012,                0.79092,                0.98985,                  0.945,                0.69568,                  1.018,                0.58355,                  1.146,             0.00069508,             0.00069508,             0.00069508
                    310,                0.64936,                0.61931,                0.95055,                0.78022,                0.99342,                  0.945,                0.70326,                 1.0745,                 0.6406,                 1.1817,             0.00069409,             0.00069409,             0.00069409
                    311,                0.67368,                0.48335,                  1.014,                0.75284,                0.99295,                   0.92,                0.65454,                  1.146,                 0.6853,                 1.2258,              0.0006931,              0.0006931,              0.0006931
                    312,                0.62069,                  0.443,                0.86325,                0.74188,                      1,                   0.92,                0.63376,                 1.2155,                0.71945,                 1.2589,             0.00069211,             0.00069211,             0.00069211
                    313,                0.60071,                 0.4459,                0.87232,                0.74188,                      1,                   0.92,                0.63376,                 1.2155,                0.71945,                 1.2589,             0.00069112,             0.00069112,             0.00069112
                    314,                0.90139,                0.49957,                0.94554,                0.73637,                      1,                   0.92,                0.60539,                 1.2655,                0.73959,                 1.2825,             0.00069013,             0.00069013,             0.00069013
                    315,                0.72829,                0.47066,                 1.0327,                0.74033,                0.99683,                   0.92,                0.62677,                 1.2707,                 0.7248,                 1.2751,             0.00068914,             0.00068914,             0.00068914
                    316,                0.83021,                0.51882,                  1.161,                0.73918,                0.99656,                   0.92,                0.61889,                 1.2146,                0.69379,                   1.23,             0.00068815,             0.00068815,             0.00068815
                    317,                0.71051,                0.56925,                 1.0112,                0.73918,                0.99656,                   0.92,                0.61889,                 1.2146,                0.69379,                   1.23,             0.00068716,             0.00068716,             0.00068716
                    318,                0.59047,                0.44595,                0.90501,                0.73921,                0.99405,                   0.92,                0.65348,                 1.1213,                0.70281,                 1.1669,             0.00068617,             0.00068617,             0.00068617
                    319,                0.71209,                0.46625,                0.92945,                0.73869,                0.99131,                   0.92,                0.67612,                 1.0037,                0.68838,                 1.0914,             0.00068518,             0.00068518,             0.00068518
                    320,                0.64106,                0.43623,                0.92465,                0.74105,                0.99419,                   0.92,                0.69752,                 0.8987,                0.65336,                 1.0351,             0.00068419,             0.00068419,             0.00068419
                    321,                0.45798,                0.59852,                0.63977,                0.74105,                0.99419,                   0.92,                0.69752,                 0.8987,                0.65336,                 1.0351,              0.0006832,              0.0006832,              0.0006832
                    322,                0.71966,                0.47726,                0.90701,                0.74027,                0.99262,                 0.8955,                0.70406,                 0.8391,                0.64107,                 1.0053,             0.00068221,             0.00068221,             0.00068221
                    323,                0.58841,                0.49663,                0.94392,                0.74237,                0.99104,                 0.8955,                0.69468,                0.84327,                0.61127,                  1.012,             0.00068122,             0.00068122,             0.00068122
                    324,                0.68316,                0.59499,                 0.9376,                0.74757,                0.99037,                 0.8955,                0.69383,                0.88717,                0.60272,                 1.0351,             0.00068023,             0.00068023,             0.00068023
                    325,                0.68409,                0.49306,                 0.9692,                0.74757,                0.99037,                 0.8955,                0.69383,                0.88717,                0.60272,                 1.0351,             0.00067924,             0.00067924,             0.00067924
                    326,                 0.6531,                0.51731,                0.87043,                0.82128,                0.92463,                 0.8955,                0.65045,                 0.9737,                 0.5967,                 1.0834,             0.00067825,             0.00067825,             0.00067825
                    327,                0.56663,                 0.4845,                0.92264,                0.82126,                0.93629,                 0.8955,                0.65029,                 1.0749,                0.64168,                 1.1394,             0.00067726,             0.00067726,             0.00067726
                    328,                0.73934,                0.78489,                 1.0261,                0.81639,                0.91112,                 0.8955,                0.64608,                 1.1807,                0.69442,                 1.2014,             0.00067627,             0.00067627,             0.00067627
                    329,                0.52445,                0.41928,                0.92244,                0.81639,                0.91112,                 0.8955,                0.64608,                 1.1807,                0.69442,                 1.2014,             0.00067528,             0.00067528,             0.00067528
                    330,                0.61764,                0.55385,                0.94164,                0.77066,                  0.875,                0.86021,                 0.5651,                 1.2754,                0.74024,                 1.2536,             0.00067429,             0.00067429,             0.00067429
                    331,                0.79441,                0.66085,                0.94837,                0.73223,                  0.875,                0.86021,                0.56413,                  1.313,                 0.7809,                 1.2733,              0.0006733,              0.0006733,              0.0006733
                    332,                0.86566,                 0.5154,                 1.0512,                0.72627,                  0.875,                0.86021,                0.58514,                 1.2836,                0.82356,                 1.2533,             0.00067231,             0.00067231,             0.00067231
                    333,                0.69024,                0.53818,                 1.0134,                0.72627,                  0.875,                0.86021,                0.58514,                 1.2836,                0.82356,                 1.2533,             0.00067132,             0.00067132,             0.00067132
                    334,                0.70917,                0.55022,                 0.8611,                0.72836,                  0.875,                0.87893,                0.62085,                 1.1872,                0.84369,                 1.1881,             0.00067033,             0.00067033,             0.00067033
                    335,                0.86657,                0.59569,                 1.2485,                0.74979,                  0.875,                0.89083,                0.65979,                 1.0859,                0.80105,                 1.1308,             0.00066934,             0.00066934,             0.00066934
                    336,                0.50081,                0.43238,                0.89802,                0.75814,                0.94095,                   0.92,                0.69263,                0.98475,                0.74747,                 1.0792,             0.00066835,             0.00066835,             0.00066835
                    337,                0.76881,                0.84349,                0.92478,                0.75814,                0.94095,                   0.92,                0.69263,                0.98475,                0.74747,                 1.0792,             0.00066736,             0.00066736,             0.00066736
                    338,                0.64426,                0.88225,                0.92836,                0.77673,                0.97618,                   0.92,                 0.7223,                0.91068,                0.67401,                 1.0483,             0.00066637,             0.00066637,             0.00066637
                    339,                0.90819,                0.65886,                0.98118,                0.77743,                0.98146,                   0.92,                0.73102,                0.87823,                0.65928,                 1.0355,             0.00066538,             0.00066538,             0.00066538
                    340,                0.73651,                0.47734,                 1.0556,                0.78124,                0.98835,                  0.945,                0.74627,                0.85483,                0.64828,                 1.0262,             0.00066439,             0.00066439,             0.00066439
                    341,                0.58763,                 0.4389,                 0.9165,                0.78124,                0.98835,                  0.945,                0.74627,                0.85483,                0.64828,                 1.0262,              0.0006634,              0.0006634,              0.0006634
                    342,                0.69278,                0.49655,                 1.0335,                0.77757,                0.98661,                  0.945,                0.75331,                0.86726,                0.63903,                 1.0281,             0.00066241,             0.00066241,             0.00066241
                    343,                0.81492,                 1.1867,                 1.1259,                0.77268,                0.96822,                  0.945,                0.71771,                0.91748,                0.63274,                 1.0507,             0.00066142,             0.00066142,             0.00066142
                    344,                0.73248,                0.43141,                 0.9435,                0.76848,                0.96637,                  0.945,                0.69099,                0.97208,                0.64256,                 1.0767,             0.00066043,             0.00066043,             0.00066043
                    345,                0.67477,                 0.4977,                0.91652,                0.76848,                0.96637,                  0.945,                0.69099,                0.97208,                0.64256,                 1.0767,             0.00065944,             0.00065944,             0.00065944
                    346,                 0.6649,                0.45108,                 1.0098,                0.75772,                0.95973,                  0.945,                0.66655,                 1.0535,                 0.6528,                 1.1193,             0.00065845,             0.00065845,             0.00065845
                    347,                0.72019,                0.56676,                0.92845,                0.76673,                 0.8718,                0.89083,                0.63178,                 1.1199,                0.64963,                  1.152,             0.00065746,             0.00065746,             0.00065746
                    348,                0.68348,                0.44673,                0.94465,                 0.7598,                0.87166,                0.89083,                 0.6393,                 1.1815,                0.66388,                 1.1857,             0.00065647,             0.00065647,             0.00065647
                    349,                0.77528,                0.54525,                0.95411,                 0.7598,                0.87166,                0.89083,                 0.6393,                 1.1815,                0.66388,                 1.1857,             0.00065548,             0.00065548,             0.00065548
                    350,                0.70112,                0.49286,                0.96111,                0.75377,                0.86016,                0.86021,                0.59072,                 1.2001,                0.68458,                 1.1993,             0.00065449,             0.00065449,             0.00065449
                    351,                0.64759,                0.46745,                0.92189,                0.70624,                0.98247,                 0.8955,                0.60356,                 1.2051,                0.67792,                 1.2017,              0.0006535,              0.0006535,              0.0006535
                    352,                0.81004,                0.67187,                 1.2757,                0.70584,                0.98821,                 0.8955,                 0.6073,                 1.1798,                0.67597,                 1.1851,             0.00065251,             0.00065251,             0.00065251
                    353,                0.76281,                0.47653,                0.92162,                0.70584,                0.98821,                 0.8955,                 0.6073,                 1.1798,                0.67597,                 1.1851,             0.00065152,             0.00065152,             0.00065152
                    354,                0.39212,                0.46333,                0.63401,                0.70428,                0.99005,                 0.8955,                0.64178,                 1.1279,                0.67379,                 1.1487,             0.00065053,             0.00065053,             0.00065053
                    355,                0.58911,                0.38907,                0.89143,                0.70323,                0.99037,                 0.8955,                0.63323,                 1.0631,                0.67044,                 1.1139,             0.00064954,             0.00064954,             0.00064954
                    356,                 0.7247,                0.47716,                0.86712,                0.70329,                0.98858,                   0.92,                0.67226,                 1.0259,                0.65515,                 1.0975,             0.00064855,             0.00064855,             0.00064855
                    357,                0.46515,                0.52511,                0.64195,                0.70329,                0.98858,                   0.92,                0.67226,                 1.0259,                0.65515,                 1.0975,             0.00064756,             0.00064756,             0.00064756
                    358,                0.64379,                0.55096,                 0.9283,                0.70445,                0.98672,                   0.92,                0.68897,                 1.0033,                0.63609,                 1.0919,             0.00064657,             0.00064657,             0.00064657
                    359,                0.61332,                0.42465,                0.89683,                 0.7462,                0.86726,                0.89083,                0.65926,                0.98316,                 0.6073,                 1.0891,             0.00064558,             0.00064558,             0.00064558
                    360,                0.59961,                0.45323,                0.96367,                0.80422,                  0.863,                0.89083,                0.67249,                0.96149,                0.59783,                 1.0881,             0.00064459,             0.00064459,             0.00064459
                    361,                 0.5502,                0.47104,                0.88085,                0.80422,                  0.863,                0.89083,                0.67249,                0.96149,                0.59783,                 1.0881,              0.0006436,              0.0006436,              0.0006436
                    362,                0.62355,                0.53307,                0.92914,                 0.8093,                  0.875,                0.89083,                0.65344,                 0.9766,                0.59451,                  1.103,             0.00064261,             0.00064261,             0.00064261
                    363,                 0.6668,                   0.63,                0.96655,                0.81463,                0.90289,                   0.92,                0.66482,                 1.0146,                0.57903,                 1.1244,             0.00064162,             0.00064162,             0.00064162
