                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    542,                0.63616,                0.66005,                0.94961,                0.79173,                0.99004,                  0.945,                0.70219,                0.97304,                0.51438,                 1.0892,             0.00046441,             0.00046441,             0.00046441
                    543,                   0.54,                0.53129,                 0.9203,                0.82829,                      1,                  0.945,                0.69293,                  1.007,                0.51517,                 1.1128,             0.00046342,             0.00046342,             0.00046342
                    544,                0.66003,                0.41496,                0.92431,                0.82644,                      1,                  0.945,                0.68404,                 1.0369,                0.52009,                 1.1322,             0.00046243,             0.00046243,             0.00046243
                    545,                0.45949,                0.34876,                0.83933,                0.82644,                      1,                  0.945,                0.68404,                 1.0369,                0.52009,                 1.1322,             0.00046144,             0.00046144,             0.00046144
                    546,                0.65208,                0.38386,                0.88235,                0.83234,                      1,                  0.945,                0.67749,                 1.0637,                0.51988,                 1.1564,             0.00046045,             0.00046045,             0.00046045
                    547,                0.51728,                0.36209,                0.91576,                 0.8416,                      1,                   0.97,                0.69124,                 1.1083,                0.50475,                 1.1865,             0.00045946,             0.00045946,             0.00045946
                    548,                 0.5477,                0.42911,                0.83981,                0.83766,                      1,                   0.97,                0.67745,                 1.1294,                0.50401,                 1.2047,             0.00045847,             0.00045847,             0.00045847
                    549,                0.48817,                 0.3878,                0.85624,                0.83766,                      1,                   0.97,                0.67745,                 1.1294,                0.50401,                 1.2047,             0.00045748,             0.00045748,             0.00045748
                    550,                0.61439,                0.40667,                0.93266,                0.82924,                      1,                   0.97,                0.67813,                 1.1454,                0.51686,                 1.2163,             0.00045649,             0.00045649,             0.00045649
                    551,                0.35702,                0.48781,                0.59416,                 0.8166,                      1,                   0.97,                 0.6795,                 1.1506,                0.51284,                 1.2154,              0.0004555,              0.0004555,              0.0004555
                    552,                0.63508,                 0.3737,                0.95283,                0.79128,                      1,                   0.97,                0.66518,                 1.1333,                0.53702,                 1.1985,             0.00045451,             0.00045451,             0.00045451
                    553,                0.61535,                0.36332,                0.88831,                0.79128,                      1,                   0.97,                0.66518,                 1.1333,                0.53702,                 1.1985,             0.00045352,             0.00045352,             0.00045352
                    554,                0.58403,                 0.3777,                0.87049,                0.78583,                      1,                  0.945,                0.65163,                 1.1228,                0.54251,                 1.1892,             0.00045253,             0.00045253,             0.00045253
                    555,                0.49291,                0.36273,                0.84459,                 0.7786,                0.99375,                  0.945,                0.66757,                 1.0996,                0.53884,                 1.1712,             0.00045154,             0.00045154,             0.00045154
                    556,                0.59188,                0.34569,                0.89218,                0.77081,                0.97152,                  0.945,                0.66839,                 1.0852,                0.53051,                 1.1632,             0.00045055,             0.00045055,             0.00045055
                    557,                0.63891,                0.44484,                0.93138,                0.77081,                0.97152,                  0.945,                0.66839,                 1.0852,                0.53051,                 1.1632,             0.00044956,             0.00044956,             0.00044956
                    558,                0.53342,                0.38443,                0.99728,                0.76453,                0.94472,                  0.945,                0.66401,                 1.0802,                0.54603,                 1.1637,             0.00044857,             0.00044857,             0.00044857
                    559,                0.58764,                0.39134,                  1.013,                0.76199,                0.91401,                  0.945,                 0.6585,                 1.0867,                0.56946,                 1.1756,             0.00044758,             0.00044758,             0.00044758
                    560,                0.49631,                0.39432,                0.88348,                0.76931,                0.94655,                  0.945,                0.66328,                  1.105,                0.54605,                 1.1942,             0.00044659,             0.00044659,             0.00044659
                    561,                0.70864,                0.55615,                 1.1017,                0.76931,                0.94655,                  0.945,                0.66328,                  1.105,                0.54605,                 1.1942,              0.0004456,              0.0004456,              0.0004456
                    562,                0.63617,                0.42113,                0.94336,                0.91583,                0.86238,                   0.97,                0.66879,                 1.1282,                0.53565,                 1.2145,             0.00044461,             0.00044461,             0.00044461
                    563,                0.57865,                0.43426,                0.90277,                0.91886,                  0.875,                   0.97,                0.68032,                 1.1283,                0.50339,                 1.2155,             0.00044362,             0.00044362,             0.00044362
                    564,                0.57833,                0.38458,                0.87622,                0.94046,                  0.875,                   0.97,                0.65826,                 1.1322,                0.48374,                 1.2118,             0.00044263,             0.00044263,             0.00044263
                    565,                0.61505,                0.61553,                 0.9111,                0.94046,                  0.875,                   0.97,                0.65826,                 1.1322,                0.48374,                 1.2118,             0.00044164,             0.00044164,             0.00044164
                    566,                0.50631,                0.39912,                0.84741,                0.96123,                  0.875,                   0.97,                0.68665,                 1.1229,                0.47518,                  1.201,             0.00044065,             0.00044065,             0.00044065
                    567,                0.57664,                0.36968,                0.89948,                0.96645,                  0.875,                   0.97,                0.71467,                  1.092,                0.48722,                 1.1825,             0.00043966,             0.00043966,             0.00043966
                    568,                0.66004,                0.43909,                0.92095,                0.97295,                  0.875,                   0.97,                0.71547,                 1.0575,                0.46837,                 1.1599,             0.00043867,             0.00043867,             0.00043867
                    569,                0.67132,                0.40727,                0.98878,                0.97295,                  0.875,                   0.97,                0.71547,                 1.0575,                0.46837,                 1.1599,             0.00043768,             0.00043768,             0.00043768
                    570,                0.63861,                0.47386,                0.86676,                0.97453,                  0.875,                   0.97,                 0.7141,                 1.0159,                 0.4474,                 1.1299,             0.00043669,             0.00043669,             0.00043669
                    571,                0.68414,                0.42928,                0.98295,                0.97465,                  0.875,                   0.97,                0.71229,                0.98635,                0.44333,                 1.1095,              0.0004357,              0.0004357,              0.0004357
                    572,                0.51619,                0.33191,                0.85679,                0.97461,                  0.875,                   0.97,                0.70896,                0.96941,                0.42154,                 1.0976,             0.00043471,             0.00043471,             0.00043471
                    573,                0.69417,                0.35253,                0.95513,                0.97461,                  0.875,                   0.97,                0.70896,                0.96941,                0.42154,                 1.0976,             0.00043372,             0.00043372,             0.00043372
                    574,                 0.6074,                 0.4136,                 0.9014,                0.97498,                  0.875,                   0.97,                0.70712,                0.97026,                0.41032,                 1.0932,             0.00043273,             0.00043273,             0.00043273
                    575,                0.35247,                0.30185,                0.59595,                0.97346,                  0.875,                   0.97,                0.70075,                 1.0026,                0.42579,                 1.1067,             0.00043174,             0.00043174,             0.00043174
                    576,                0.47533,                0.35821,                0.86197,                0.97267,                  0.875,                   0.97,                0.69972,                 1.0269,                0.43425,                 1.1158,             0.00043075,             0.00043075,             0.00043075
                    577,                 0.3605,                0.34998,                0.59561,                0.97267,                  0.875,                   0.97,                0.69972,                 1.0269,                0.43425,                 1.1158,             0.00042976,             0.00042976,             0.00042976
                    578,                0.55072,                0.38093,                0.85602,                0.97332,                  0.875,                   0.97,                0.69703,                 1.0611,                0.43165,                 1.1299,             0.00042877,             0.00042877,             0.00042877
                    579,                0.54349,                0.43711,                 0.8801,                 0.9732,                  0.875,                   0.97,                0.68015,                 1.0933,                0.44373,                 1.1448,             0.00042778,             0.00042778,             0.00042778
                    580,                0.58545,                0.40186,                0.96595,                 0.9738,                  0.875,                   0.97,                0.69926,                 1.1151,                0.44849,                 1.1528,             0.00042679,             0.00042679,             0.00042679
                    581,                0.67838,                0.44417,                0.90329,                 0.9738,                  0.875,                   0.97,                0.69926,                 1.1151,                0.44849,                 1.1528,              0.0004258,              0.0004258,              0.0004258
                    582,                0.64885,                0.42336,                0.88624,                0.97358,                  0.875,                   0.97,                0.68298,                 1.1179,                0.45007,                 1.1517,             0.00042481,             0.00042481,             0.00042481
                    583,                0.59252,                0.41644,                0.96816,                 0.9745,                  0.875,                   0.97,                0.70254,                 1.0796,                 0.4428,                 1.1328,             0.00042382,             0.00042382,             0.00042382
                    584,                0.61807,                0.37315,                0.94944,                0.97454,                  0.875,                   0.97,                0.71718,                  1.019,                0.44604,                 1.1068,             0.00042283,             0.00042283,             0.00042283
                    585,                0.47817,                0.38619,                0.87091,                0.97454,                  0.875,                   0.97,                0.71718,                  1.019,                0.44604,                 1.1068,             0.00042184,             0.00042184,             0.00042184
                    586,                0.35623,                0.48242,                0.59611,                0.97587,                  0.875,                   0.97,                0.70988,                0.98827,                0.44123,                  1.095,             0.00042085,             0.00042085,             0.00042085
                    587,                0.55792,                0.33694,                0.95919,                0.97691,                  0.875,                   0.97,                0.70988,                0.96205,                0.44951,                 1.0852,             0.00041986,             0.00041986,             0.00041986
                    588,                0.40417,                0.36221,                0.64371,                0.97603,                  0.875,                   0.97,                0.70402,                0.96385,                 0.4462,                 1.0895,             0.00041887,             0.00041887,             0.00041887
                    589,                 0.4837,                0.37079,                 0.8952,                0.97603,                  0.875,                   0.97,                0.70402,                0.96385,                 0.4462,                 1.0895,             0.00041788,             0.00041788,             0.00041788
                    590,                0.43202,                0.38004,                0.58762,                0.97594,                  0.875,                   0.97,                0.72379,                0.99796,                0.46809,                 1.1132,             0.00041689,             0.00041689,             0.00041689
                    591,                0.28524,                0.28213,                0.55647,                0.97485,                  0.875,                   0.97,                0.67383,                 1.0483,                0.48652,                 1.1424,              0.0004159,              0.0004159,              0.0004159
                    592,                0.47135,                0.39076,                0.88956,                0.97417,                  0.875,                   0.97,                0.67415,                 1.0696,                0.48457,                 1.1496,             0.00041491,             0.00041491,             0.00041491
                    593,                0.54845,                0.47821,                 0.9286,                0.97417,                  0.875,                   0.97,                0.67415,                 1.0696,                0.48457,                 1.1496,             0.00041392,             0.00041392,             0.00041392
                    594,                0.61905,                 0.3905,                 1.0007,                0.97449,                  0.875,                   0.97,                0.68099,                 1.0957,                0.48434,                  1.158,             0.00041293,             0.00041293,             0.00041293
                    595,                0.46068,                0.36051,                0.87991,                0.97429,                  0.875,                   0.97,                0.67415,                 1.1128,                0.48459,                 1.1638,             0.00041194,             0.00041194,             0.00041194
                    596,                0.34186,                0.36362,                0.57602,                0.97514,                  0.875,                   0.97,                0.67834,                 1.1037,                 0.4709,                 1.1517,             0.00041095,             0.00041095,             0.00041095
                    597,                0.42741,                0.32004,                0.91073,                0.97514,                  0.875,                   0.97,                0.67834,                 1.1037,                 0.4709,                 1.1517,             0.00040996,             0.00040996,             0.00040996
                    598,                0.47277,                0.32887,                0.87781,                0.97956,                  0.875,                   0.97,                 0.6898,                 1.0855,                0.46634,                 1.1333,             0.00040897,             0.00040897,             0.00040897
                    599,                0.52211,                0.34277,                0.91002,                0.83869,                0.99282,                   0.97,                0.72518,                 1.0515,                 0.4579,                 1.1126,             0.00040798,             0.00040798,             0.00040798
                    600,                0.67109,                0.44513,                0.94853,                0.83815,                0.99286,                   0.97,                0.72097,                  1.009,                0.45741,                 1.0908,             0.00040699,             0.00040699,             0.00040699
                    601,                0.56131,                0.39207,                0.85643,                0.83815,                0.99286,                   0.97,                0.72097,                  1.009,                0.45741,                 1.0908,               0.000406,               0.000406,               0.000406
                    602,                 0.5698,                0.45116,                0.96206,                0.83886,                0.99276,                  0.945,                0.73306,                0.98473,                 0.4603,                 1.0756,             0.00040501,             0.00040501,             0.00040501
                    603,                0.49285,                0.34754,                0.88956,                0.83921,                0.99273,                  0.945,                  0.736,                0.98796,                0.46657,                 1.0734,             0.00040402,             0.00040402,             0.00040402
                    604,                0.43816,                0.36396,                0.88531,                0.83982,                0.99304,                  0.945,                 0.7173,                0.98361,                0.46635,                   1.07,             0.00040303,             0.00040303,             0.00040303
                    605,                0.44209,                0.34901,                0.62587,                0.83982,                0.99304,                  0.945,                 0.7173,                0.98361,                0.46635,                   1.07,             0.00040204,             0.00040204,             0.00040204
                    606,                0.62373,                 0.3738,                0.95307,                0.84089,                0.99341,                  0.945,                0.70909,                0.98606,                0.48625,                 1.0727,             0.00040105,             0.00040105,             0.00040105
                    607,                0.59203,                0.41338,                0.98806,                0.84408,                0.99383,                  0.945,                0.70766,                0.99004,                0.48274,                  1.075,             0.00040006,             0.00040006,             0.00040006
                    608,                0.56718,                0.36385,                0.89555,                0.84409,                0.99367,                   0.97,                0.72153,                0.99618,                0.47928,                 1.0821,             0.00039907,             0.00039907,             0.00039907
                    609,                0.56647,                0.47815,                 0.9018,                0.84409,                0.99367,                   0.97,                0.72153,                0.99618,                0.47928,                 1.0821,             0.00039808,             0.00039808,             0.00039808
                    610,                0.43651,                0.34245,                0.78067,                0.84587,                0.99363,                   0.97,                0.71036,                 1.0353,                0.48149,                 1.1049,             0.00039709,             0.00039709,             0.00039709
                    611,                0.64877,                0.40492,                0.93466,                0.84674,                0.99431,                   0.97,                0.69043,                 1.0608,                0.49161,                  1.127,              0.0003961,              0.0003961,              0.0003961
                    612,                0.36986,                0.44721,                0.60998,                0.84518,                0.99391,                   0.97,                0.68421,                 1.0871,                0.49837,                 1.1452,             0.00039511,             0.00039511,             0.00039511
                    613,                0.52654,                0.34925,                0.94672,                0.84518,                0.99391,                   0.97,                0.68421,                 1.0871,                0.49837,                 1.1452,             0.00039412,             0.00039412,             0.00039412
                    614,                0.48578,                0.32832,                0.92475,                 0.8433,                0.99369,                   0.97,                0.67283,                 1.0684,                0.50021,                 1.1426,             0.00039313,             0.00039313,             0.00039313
                    615,                0.79526,                0.63652,                 1.1094,                0.84402,                0.99371,                   0.97,                  0.676,                 1.0368,                0.49924,                 1.1294,             0.00039214,             0.00039214,             0.00039214
                    616,                0.65705,                0.41188,                0.95049,                0.84398,                0.99349,                   0.97,                0.67291,                  1.018,                0.48911,                 1.1234,             0.00039115,             0.00039115,             0.00039115
                    617,                0.55337,                0.41655,                0.86253,                0.84398,                0.99349,                   0.97,                0.67291,                  1.018,                0.48911,                 1.1234,             0.00039016,             0.00039016,             0.00039016
                    618,                0.54699,                0.39522,                0.91952,                0.84337,                0.99349,                   0.97,                 0.7046,                0.98649,                0.48578,                 1.1063,             0.00038917,             0.00038917,             0.00038917
                    619,                0.56093,                0.40113,                0.91706,                0.84151,                0.99329,                   0.97,                0.69156,                0.98514,                0.48373,                 1.1009,             0.00038818,             0.00038818,             0.00038818
                    620,                0.55677,                0.32317,                0.79946,                0.83936,                0.99293,                   0.97,                0.68305,                0.99359,                0.48207,                 1.1007,             0.00038719,             0.00038719,             0.00038719
                    621,                0.54834,                 0.3931,                0.88732,                0.83936,                0.99293,                   0.97,                0.68305,                0.99359,                0.48207,                 1.1007,              0.0003862,              0.0003862,              0.0003862
                    622,                0.66099,                0.39886,                0.91989,                0.83799,                0.99296,                   0.97,                0.68305,                 1.0097,                0.48529,                 1.1053,             0.00038521,             0.00038521,             0.00038521
                    623,                  0.711,                0.39582,                0.87465,                0.83589,                0.99262,                   0.97,                0.67239,                 1.0091,                0.48981,                 1.1023,             0.00038422,             0.00038422,             0.00038422
                    624,                0.32239,                0.29886,                0.56896,                0.83794,                0.99285,                   0.97,                0.67239,                 1.0218,                0.49381,                 1.1086,             0.00038323,             0.00038323,             0.00038323
                    625,                0.69568,                 0.4004,                0.94505,                0.83794,                0.99285,                   0.97,                0.67239,                 1.0218,                0.49381,                 1.1086,             0.00038224,             0.00038224,             0.00038224
                    626,                0.46385,                0.33895,                0.88321,                0.83539,                0.99288,                   0.97,                0.68092,                 1.0283,                0.49985,                 1.1128,             0.00038125,             0.00038125,             0.00038125
                    627,                 0.6578,                 0.3951,                 0.8673,                0.83077,                0.98869,                   0.97,                0.68111,                  1.036,                0.49245,                 1.1211,             0.00038026,             0.00038026,             0.00038026
                    628,                0.65885,                0.47732,                 1.1772,                0.82633,                0.97344,                   0.97,                0.67048,                 1.0599,                0.49568,                 1.1356,             0.00037927,             0.00037927,             0.00037927
                    629,                0.51296,                0.32573,                0.83986,                0.82633,                0.97344,                   0.97,                0.67048,                 1.0599,                0.49568,                 1.1356,             0.00037828,             0.00037828,             0.00037828
                    630,                0.58172,                0.37434,                0.88619,                0.82301,                0.96038,                   0.97,                0.66238,                 1.0615,                0.50347,                 1.1376,             0.00037729,             0.00037729,             0.00037729
                    631,                0.34034,                0.33135,                0.59858,                0.81999,                0.94822,                  0.945,                0.65589,                 1.0554,                 0.5139,                 1.1364,              0.0003763,              0.0003763,              0.0003763
                    632,                0.55217,                  0.346,                0.87562,                0.81564,                 0.9403,                  0.945,                0.66497,                 1.0687,                0.52811,                 1.1449,             0.00037531,             0.00037531,             0.00037531
                    633,                0.44269,                0.29779,                0.82504,                0.81564,                 0.9403,                  0.945,                0.66497,                 1.0687,                0.52811,                 1.1449,             0.00037432,             0.00037432,             0.00037432
                    634,                0.57816,                0.36581,                0.83914,                0.81586,                0.93267,                  0.945,                0.66556,                 1.1024,                0.53349,                 1.1637,             0.00037333,             0.00037333,             0.00037333
                    635,                0.51668,                0.37601,                0.82741,                0.81038,                0.92093,                  0.945,                 0.6777,                 1.1221,                0.54389,                 1.1769,             0.00037234,             0.00037234,             0.00037234
                    636,                0.50837,                 0.3704,                0.92218,                0.81228,                0.91798,                  0.945,                0.67742,                 1.1288,                0.55146,                 1.1759,             0.00037135,             0.00037135,             0.00037135
                    637,                0.61837,                0.37187,                 1.0741,                0.81228,                0.91798,                  0.945,                0.67742,                 1.1288,                0.55146,                 1.1759,             0.00037036,             0.00037036,             0.00037036
                    638,                0.59105,                0.35096,                0.97493,                0.80359,                 0.9128,                  0.945,                0.69352,                  1.111,                0.56173,                  1.165,             0.00036937,             0.00036937,             0.00036937
                    639,                0.79582,                0.42188,                 1.4432,                0.80037,                0.90671,                  0.945,                0.69396,                 1.0854,                0.55594,                 1.1467,             0.00036838,             0.00036838,             0.00036838
                    640,                0.45192,                0.35983,                0.81466,                 0.8009,                0.90128,                  0.945,                0.72138,                 1.0474,                0.55157,                 1.1255,             0.00036739,             0.00036739,             0.00036739
                    641,                0.32696,                0.46302,                0.59133,                 0.8009,                0.90128,                  0.945,                0.72138,                 1.0474,                0.55157,                 1.1255,              0.0003664,              0.0003664,              0.0003664
                    642,                 0.7551,                0.49572,                0.91296,                0.80011,                 0.8894,                  0.945,                0.72087,                0.98202,                0.54078,                 1.0909,             0.00036541,             0.00036541,             0.00036541
                    643,                0.45976,                 0.3015,                0.81235,                0.79598,                0.87438,                  0.945,                0.71441,                0.92487,                0.54812,                 1.0634,             0.00036442,             0.00036442,             0.00036442
                    644,                0.61768,                0.37717,                0.90972,                0.80393,                0.87659,                  0.945,                0.75122,                0.89109,                0.53988,                 1.0493,             0.00036343,             0.00036343,             0.00036343
                    645,                0.53766,                 0.3939,                0.89358,                0.80393,                0.87659,                  0.945,                0.75122,                0.89109,                0.53988,                 1.0493,             0.00036244,             0.00036244,             0.00036244
                    646,                0.45492,                0.31972,                0.87707,                0.80743,                0.88374,                  0.945,                0.75171,                0.87636,                0.53943,                 1.0425,             0.00036145,             0.00036145,             0.00036145
                    647,                   0.49,                0.31251,                0.84128,                0.80833,                0.87449,                  0.945,                0.75026,                0.86439,                0.54467,                 1.0379,             0.00036046,             0.00036046,             0.00036046
                    648,                0.69183,                0.41189,                 1.2772,                0.80312,                0.85538,                  0.945,                0.75035,                0.86045,                0.54079,                 1.0354,             0.00035947,             0.00035947,             0.00035947
                    649,                0.54449,                0.37663,                0.88839,                0.80312,                0.85538,                  0.945,                0.75035,                0.86045,                0.54079,                 1.0354,             0.00035848,             0.00035848,             0.00035848
                    650,                0.35349,                0.29189,                0.55656,                0.80518,                0.86277,                  0.945,                0.73277,                0.88427,                0.54816,                 1.0439,             0.00035749,             0.00035749,             0.00035749
                    651,                 0.5261,                0.30641,                0.94656,                0.80829,                0.87502,                  0.945,                0.69806,                0.93163,                0.55805,                 1.0643,              0.0003565,              0.0003565,              0.0003565
                    652,                0.64739,                0.35753,                0.92472,                0.80569,                 0.8739,                  0.945,                0.68099,                0.97444,                0.55909,                  1.086,             0.00035551,             0.00035551,             0.00035551
                    653,                0.47625,                0.33292,                0.89981,                0.80569,                 0.8739,                  0.945,                0.68099,                0.97444,                0.55909,                  1.086,             0.00035452,             0.00035452,             0.00035452
                    654,                0.69749,                0.44713,                0.90446,                0.80277,                0.86454,                  0.945,                 0.6818,                 1.0302,                   0.57,                  1.114,             0.00035353,             0.00035353,             0.00035353
                    655,                0.61658,                0.32522,                0.84561,                0.80945,                0.88884,                  0.945,                0.67267,                 1.0723,                0.55883,                 1.1366,             0.00035254,             0.00035254,             0.00035254
                    656,                0.33758,                0.29769,                0.59432,                0.81124,                 0.8978,                  0.945,                0.67039,                 1.1106,                0.55975,                 1.1639,             0.00035155,             0.00035155,             0.00035155
                    657,                0.62826,                 0.3588,                 0.9924,                0.81124,                 0.8978,                  0.945,                0.67039,                 1.1106,                0.55975,                 1.1639,             0.00035056,             0.00035056,             0.00035056
                    658,                0.56666,                0.39923,                 1.0672,                0.80227,                0.89848,                  0.945,                0.66049,                  1.148,                0.56816,                 1.1892,             0.00034957,             0.00034957,             0.00034957
                    659,                0.54998,                0.34163,                0.89559,                0.94048,                0.86237,                   0.97,                0.65567,                 1.1725,                0.57306,                 1.2043,             0.00034858,             0.00034858,             0.00034858
                    660,                0.62087,                0.35062,                0.86771,                0.94267,                0.86411,                   0.97,                0.66255,                 1.1756,                0.56779,                 1.2033,             0.00034759,             0.00034759,             0.00034759
                    661,                0.53218,                0.34877,                0.88785,                0.94267,                0.86411,                   0.97,                0.66255,                 1.1756,                0.56779,                 1.2033,              0.0003466,              0.0003466,              0.0003466
                    662,                0.69612,                0.39904,                0.89144,                0.94368,                0.86424,                   0.97,                0.66255,                  1.152,                0.57081,                 1.1869,             0.00034561,             0.00034561,             0.00034561
                    663,                0.54352,                0.36735,                0.97213,                0.94901,                0.86485,                   0.97,                0.67059,                 1.1201,                0.54891,                 1.1604,             0.00034462,             0.00034462,             0.00034462
                    664,                0.52841,                0.30217,                0.97194,                0.95052,                 0.8646,                   0.97,                0.69381,                 1.0762,                0.53471,                 1.1329,             0.00034363,             0.00034363,             0.00034363
                    665,                0.40119,                0.30363,                0.62969,                0.95052,                 0.8646,                   0.97,                0.69381,                 1.0762,                0.53471,                 1.1329,             0.00034264,             0.00034264,             0.00034264
                    666,                0.27646,                0.29456,                0.55104,                 0.9563,                0.86668,                   0.97,                0.71176,                 1.0186,                0.50664,                 1.1009,             0.00034165,             0.00034165,             0.00034165
                    667,                0.64498,                0.41563,                0.94317,                0.96135,                0.86984,                   0.97,                0.71981,                0.96224,                0.50464,                 1.0724,             0.00034066,             0.00034066,             0.00034066
                    668,                0.52922,                0.30131,                0.91791,                0.96722,                0.87443,                   0.97,                0.73077,                0.91442,                0.49475,                 1.0493,             0.00033967,             0.00033967,             0.00033967
                    669,                0.50324,                0.34074,                0.92932,                0.96722,                0.87443,                   0.97,                0.73077,                0.91442,                0.49475,                 1.0493,             0.00033868,             0.00033868,             0.00033868
                    670,                0.60102,                0.40578,                0.89787,                0.96343,                  0.875,                   0.97,                0.73092,                0.88512,                0.48911,                 1.0379,             0.00033769,             0.00033769,             0.00033769
                    671,                0.62429,                0.35235,                0.93958,                 0.9585,                  0.875,                   0.97,                  0.746,                0.87445,                0.48616,                  1.035,              0.0003367,              0.0003367,              0.0003367
                    672,                0.44599,                0.30752,                0.86383,                0.95571,                  0.875,                   0.97,                0.74667,                0.85879,                 0.4918,                 1.0344,             0.00033571,             0.00033571,             0.00033571
                    673,                0.46028,                0.39444,                0.91141,                0.95571,                  0.875,                   0.97,                0.74667,                0.85879,                 0.4918,                 1.0344,             0.00033472,             0.00033472,             0.00033472
                    674,                0.42045,                0.28308,                 0.8971,                0.95427,                  0.875,                   0.97,                  0.746,                 0.8706,                0.48756,                 1.0391,             0.00033373,             0.00033373,             0.00033373
                    675,                0.55179,                0.33123,                0.88088,                 0.9508,                  0.875,                   0.97,                 0.7579,                0.90917,                0.49408,                 1.0615,             0.00033274,             0.00033274,             0.00033274
